[2020-11-17T03:09:25.265Z] ::1 - POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-11-17 13:09:24"} 306.101 ms
[2020-11-17T03:09:25.601Z] ::1 - POST /api/admin/error_email - {"error":"Get error: Error: Request failed with status code 401","fileName":"MysqlLayer.js","dateTime":"2020-11-17 13:09:25","user":"email@email.com","state":null,"path":"/admin/clientservices/1","purpose":"error","to":"darryll@thesystem.co.za","subject":"ALERT! Error picked up!"} - ms
[2020-11-17T03:09:27.405Z] ::1 email@email.com GET /api/admin/clientservices/1 304 {} 168.207 ms
[2020-11-17T03:09:27.773Z] ::1 email@email.com GET /api/business/collections/list_all/1 304 {} 310.371 ms
[2020-11-17T03:09:32.309Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 145.299 ms
[2020-11-17T03:11:35.295Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 46.393 ms
[2020-11-17T03:12:27.478Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 118.058 ms
[2020-11-17T03:13:30.989Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 45.761 ms
[2020-11-17T03:16:01.342Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 67.329 ms
[2020-11-17T04:49:48.307Z] ::1 - POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-11-17 14:49:48"} 230.444 ms
[2020-11-17T04:49:48.576Z] ::1 - POST /api/admin/error_email - {"error":"Get error: Error: Request failed with status code 401","fileName":"MysqlLayer.js","dateTime":"2020-11-17 14:49:48","user":"email@email.com","state":null,"path":"/admin/clientservices/1","purpose":"error","to":"darryll@thesystem.co.za","subject":"ALERT! Error picked up!"} - ms
[2020-11-17T04:49:51.685Z] ::1 email@email.com GET /api/admin/clientservices/1 304 {} 13.073 ms
[2020-11-17T04:49:51.986Z] ::1 email@email.com GET /api/business/collections/list_all/1 304 {} 29.674 ms
[2020-11-17T06:21:48.095Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 353.015 ms
[2020-11-17T06:22:04.572Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 106.053 ms
[2020-11-17T06:22:04.754Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 70.987 ms
[2020-11-17T06:22:05.517Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 85.537 ms
[2020-11-17T06:22:14.201Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 134.637 ms
[2020-11-17T06:22:45.523Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 51.953 ms
[2020-11-17T06:22:45.711Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 99.668 ms
[2020-11-17T06:22:45.985Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 64.325 ms
[2020-11-17T06:22:52.081Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 26.614 ms
[2020-11-17T06:23:17.224Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 70.090 ms
[2020-11-17T06:23:17.379Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 59.465 ms
[2020-11-17T06:23:18.069Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 253.404 ms
[2020-11-17T06:23:24.970Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 17.308 ms
[2020-11-17T06:23:57.617Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 68.220 ms
[2020-11-17T06:23:57.755Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 39.205 ms
[2020-11-17T06:23:57.930Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 28.885 ms
[2020-11-17T06:24:07.490Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 42.621 ms
[2020-11-17T06:24:30.550Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 89.698 ms
[2020-11-17T06:24:30.662Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 28.977 ms
[2020-11-17T06:24:30.935Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 107.861 ms
[2020-11-17T06:49:06.208Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 27.371 ms
[2020-11-17T06:49:06.374Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 46.231 ms
[2020-11-17T06:49:06.689Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 79.298 ms
[2020-11-17T06:51:36.170Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 165.494 ms
[2020-11-17T06:51:36.300Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 81.191 ms
[2020-11-17T06:51:36.566Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 70.591 ms
[2020-11-17T06:52:12.678Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 652.750 ms
[2020-11-17T06:52:12.704Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 21.796 ms
[2020-11-17T06:52:13.365Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 105.908 ms
[2020-11-17T06:53:32.948Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 131.902 ms
[2020-11-17T06:53:33.092Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 78.424 ms
[2020-11-17T06:53:33.401Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 107.590 ms
[2020-11-17T06:54:59.828Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 94.878 ms
[2020-11-17T06:54:59.958Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 57.434 ms
[2020-11-17T06:55:00.304Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 92.302 ms
[2020-11-17T06:55:34.601Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 76.302 ms
[2020-11-17T06:55:34.735Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 79.895 ms
[2020-11-17T06:55:35.009Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 46.616 ms
[2020-11-17T06:56:15.207Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 95.629 ms
[2020-11-17T06:56:15.290Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 49.209 ms
[2020-11-17T06:56:15.571Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 78.744 ms
[2020-11-17T06:57:23.135Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 200 {} 127.907 ms
[2020-11-17T06:57:23.207Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 6.735 ms
[2020-11-17T06:57:23.456Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 14.655 ms
[2020-11-17T06:57:52.886Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 58.258 ms
[2020-11-17T06:57:52.961Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 16.935 ms
[2020-11-17T06:57:53.199Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 11.096 ms
[2020-11-17T06:58:29.719Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 1.671 ms
[2020-11-17T06:58:29.845Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 23.446 ms
[2020-11-17T06:58:30.101Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 7.958 ms
[2020-11-17T06:58:30.816Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 65.403 ms
[2020-11-17T06:58:31.123Z] ::1 email@email.com GET /api/business/collections/list_all_customers/1 304 {} 19.409 ms
