[2020-10-08T02:42:39.000Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 12:42:38"} 7.097 ms
[2020-10-08T02:47:44.097Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 12:47:44"} 4.085 ms
[2020-10-08T02:48:46.458Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 12:48:46"} 3.308 ms
[2020-10-08T02:49:03.357Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 12:49:03"} 2.775 ms
[2020-10-08T02:50:46.423Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 12:50:46"} 2.178 ms
[2020-10-08T02:51:50.451Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 12:51:50"} 3.406 ms
[2020-10-08T02:52:16.196Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 12:52:16"} 4.017 ms
[2020-10-08T03:13:38.116Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:13:38"} 4.387 ms
[2020-10-08T03:19:25.299Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:19:25"} 13.197 ms
[2020-10-08T03:20:03.056Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:20:03"} 5.248 ms
[2020-10-08T03:22:24.612Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:22:24"} 6.355 ms
[2020-10-08T03:34:44.194Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:34:44"} 1.210 ms
[2020-10-08T03:35:03.885Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:35:03"} 3.335 ms
[2020-10-08T03:39:43.838Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:39:43"} 4.562 ms
[2020-10-08T03:40:07.179Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:40:07"} 3.938 ms
[2020-10-08T03:40:56.140Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:40:56"} 10.017 ms
[2020-10-08T03:41:55.104Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:41:55"} 8.396 ms
[2020-10-08T03:42:31.583Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:42:31"} 6.730 ms
[2020-10-08T03:42:46.079Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:42:46"} 1.937 ms
[2020-10-08T03:43:54.565Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:43:54"} 3.332 ms
[2020-10-08T03:53:40.924Z] ::1 null POST /api/admin/sessions/ - {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:52:53"} - ms
[2020-10-08T03:54:59.464Z] ::1 null POST /api/admin/sessions/ - {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:53:48"} - ms
[2020-10-08T03:55:59.442Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-08 13:55:59"} 10.107 ms
