[2020-09-10T02:16:22.860Z] ::1 [object Object] GET /api/admin/clientservices/1 304 {} 70.306 ms
[2020-09-10T02:18:08.771Z] ::1 [object Object] POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-09-10 12:18:08"} 124.557 ms
[2020-09-10T02:18:08.860Z] ::1 email@email.com GET /api/admin/clientservices/1 304 {} 1.931 ms
[2020-09-10T02:18:08.942Z] ::1 email@email.com GET /api/business/[object%20Object]/list_all/1 200 {} 37.853 ms
[2020-09-10T02:30:17.505Z] ::1 email@email.com GET /api/admin/clientservices/1 304 {} 68.513 ms
[2020-09-10T02:30:17.751Z] ::1 email@email.com GET /api/business/[object%20Object]/list_all/1 304 {} 12.615 ms
[2020-09-10T02:30:21.395Z] ::1 email@email.com GET /api/business/collections/read_item/1/3 200 {} 59.320 ms
[2020-09-10T02:30:21.462Z] ::1 email@email.com GET /api/business/collections/read_outcomes/1/3 200 {} 48.106 ms
[2020-09-10T02:30:21.510Z] ::1 email@email.com GET /api/business/collections/read_contacts/1/3 200 {} 24.686 ms
[2020-09-10T02:30:21.530Z] ::1 email@email.com GET /api/admin/resolutions/list_all 200 {} 9.702 ms
[2020-09-10T02:30:21.545Z] ::1 email@email.com GET /api/admin/pendreasons/list_all 200 {} 2.346 ms
[2020-09-10T02:30:21.561Z] ::1 email@email.com GET /api/admin/transactiontypes/list_all 200 {} 1.760 ms
[2020-09-10T02:30:21.593Z] ::1 email@email.com GET /api/admin/accountstatuses/list_all 200 {} 18.316 ms
[2020-09-10T02:30:21.611Z] ::1 email@email.com GET /api/admin/cipcstatuses/list_all 200 {} 7.621 ms
[2020-09-10T02:30:21.965Z] ::1 email@email.com PUT /api/business/cases/update_item/1/3 200 {"currentStatus":" currentStatus = \"Locked\"","lockedDatetime":" lockedDatetime = \"2020-09-10 12:30:21\""} 206.878 ms
[2020-09-10T02:36:38.658Z] ::1 email@email.com GET /api/business/collections/read_item/1/3 200 {} 63.461 ms
[2020-09-10T02:36:38.885Z] ::1 email@email.com GET /api/business/collections/read_outcomes/1/3 200 {} 13.980 ms
[2020-09-10T02:36:39.084Z] ::1 email@email.com GET /api/business/collections/read_contacts/1/3 304 {} 61.153 ms
[2020-09-10T02:36:39.559Z] ::1 email@email.com GET /api/admin/resolutions/list_all 304 {} 2.957 ms
[2020-09-10T02:36:39.624Z] ::1 email@email.com GET /api/admin/pendreasons/list_all 304 {} 13.163 ms
[2020-09-10T02:36:39.662Z] ::1 email@email.com GET /api/admin/transactiontypes/list_all 304 {} 0.863 ms
[2020-09-10T02:36:39.768Z] ::1 email@email.com GET /api/admin/accountstatuses/list_all 304 {} 10.208 ms
[2020-09-10T02:36:39.800Z] ::1 email@email.com GET /api/admin/cipcstatuses/list_all 304 {} 2.699 ms
[2020-09-10T02:36:40.232Z] ::1 email@email.com PUT /api/business/cases/update_item/1/3 200 {"currentStatus":" currentStatus = \"Locked\"","lockedDatetime":" lockedDatetime = \"2020-09-10 12:36:39\""} 255.751 ms
[2020-09-10T02:37:28.873Z] ::1 email@email.com GET /api/business/collections/read_item/1/3 200 {} 200.017 ms
[2020-09-10T02:37:29.235Z] ::1 email@email.com GET /api/business/collections/read_outcomes/1/3 200 {} 184.397 ms
[2020-09-10T02:37:29.579Z] ::1 email@email.com GET /api/business/collections/read_contacts/1/3 304 {} 2.505 ms
[2020-09-10T02:37:29.809Z] ::1 email@email.com GET /api/admin/resolutions/list_all 304 {} 6.254 ms
[2020-09-10T02:37:29.867Z] ::1 email@email.com GET /api/admin/pendreasons/list_all 304 {} 6.810 ms
