[2020-10-07T11:16:28.422Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-07 21:16:28"} 165.906 ms
[2020-10-07T11:18:14.448Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-07 21:18:14"} 110.130 ms
[2020-10-07T11:28:47.655Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-07 21:28:47"} 102.190 ms
[2020-10-07T11:29:54.738Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-07 21:29:54"} 104.414 ms
[2020-10-07T11:58:15.416Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass1","loginDate":"2020-10-07 21:58:15"} 158.825 ms
[2020-10-07T12:00:07.813Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass1","loginDate":"2020-10-07 22:00:07"} 155.711 ms
[2020-10-07T12:02:40.425Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass1","loginDate":"2020-10-07 22:02:40"} 127.087 ms
[2020-10-07T12:09:49.127Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass1","loginDate":"2020-10-07 22:09:48"} 158.551 ms
[2020-10-07T12:17:53.162Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-07 22:17:52"} 171.068 ms
[2020-10-07T12:18:33.208Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass1","loginDate":"2020-10-07 22:18:33"} 111.120 ms
[2020-10-07T12:20:25.831Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass11","loginDate":"2020-10-07 22:20:25"} 161.307 ms
[2020-10-07T12:20:57.161Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-07 22:20:57"} 116.373 ms
[2020-10-07T12:23:42.119Z] ::1 null POST /api/admin/sessions/ 200 {"email":"email@email.com","password":"newpass","loginDate":"2020-10-07 22:23:41"} 134.717 ms
